billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
1,Winter,7.7,6,24.0,Owned,20638.1,725.96,249.37,B,0.0018,0.14,0.07
6,Summer,28.0,3,23.0,Rented,10189.3,671.35,55.74,B,0.0012,0.19,0.1
2,Winter,9.2,4,23.0,Rented,13968.6,609.25,64.61,C,0.0011,0.16,0.09
7,Summer,26.4,5,25.0,Rented,12969.9,933.0,101.4,B,0.002,0.19,0.07
6,Summer,30.7,3,28.0,Owned,10055.3,539.54,56.16,B,0.0014,0.15,0.1
8,Summer,23.8,4,20.0,Rented,10498.8,407.67,67.82,A,0.0014,0.2,0.07
2,Winter,15.1,6,26.0,Rented,19410.0,657.48,196.67,A,0.0015,0.13,0.07
12,Winter,11.9,2,25.0,Owned,6909.4,309.81,73.44,C,0.0011,0.16,0.1
2,Winter,10.6,4,25.0,Rented,11202.1,579.92,171.32,B,0.0015,0.14,0.07
7,Summer,28.2,3,26.0,Owned,11220.0,603.05,66.9,C,0.0012,0.14,0.05
2,Winter,10.7,3,22.0,Rented,9477.2,335.98,129.57,A,0.0012,0.16,0.1
12,Winter,10.2,1,24.0,Rented,2815.5,186.33,39.56,B,0.0014,0.19,0.09
2,Winter,11.0,5,24.0,Rented,15662.2,622.41,225.77,D,0.0016,0.17,0.06
1,Winter,8.7,6,21.0,Rented,22306.4,806.93,237.19,C,0.0016,0.15,0.06
2,Winter,14.5,5,20.0,Rented,13486.9,1188.03,79.55,D,0.0014,0.13,0.09
8,Summer,28.8,3,21.0,Rented,8527.1,446.0,55.18,C,0.0014,0.17,0.05
1,Winter,10.6,5,21.0,Rented,13858.6,947.68,164.63,E,0.0019,0.19,0.09
1,Winter,12.0,1,26.0,Rented,2720.9,184.22,12.95,B,0.0017,0.19,0.09
7,Summer,29.0,3,20.0,Owned,12565.5,475.71,72.44,B,0.0011,0.2,0.06
7,Summer,27.9,1,25.0,Owned,3338.8,234.13,17.21,C,0.0016,0.17,0.06
2,Winter,6.1,2,24.0,Rented,6169.6,236.66,80.33,B,0.0012,0.18,0.08
12,Winter,10.2,2,24.0,Owned,6721.1,211.62,88.35,B,0.0019,0.19,0.1
6,Summer,25.5,3,26.0,Owned,10643.2,507.94,45.34,A,0.0015,0.18,0.09
8,Summer,28.2,1,28.0,Rented,2840.3,195.85,16.91,C,0.0015,0.15,0.07
12,Winter,8.4,5,23.0,Owned,18563.5,974.34,199.79,D,0.0019,0.19,0.09
7,Summer,29.5,5,21.0,Rented,14709.8,1065.32,102.78,C,0.0014,0.2,0.09
12,Winter,4.8,4,24.0,Rented,10512.9,771.76,170.64,B,0.0011,0.17,0.06
2,Winter,11.1,3,23.0,Rented,10441.6,723.14,100.83,E,0.0014,0.14,0.06
7,Summer,25.7,2,24.0,Rented,4571.8,372.33,41.83,C,0.0014,0.18,0.07
6,Summer,23.1,5,22.0,Rented,14702.0,1177.51,112.24,D,0.0012,0.2,0.05
12,Winter,8.4,6,25.0,Owned,21336.6,582.98,214.8,B,0.0011,0.14,0.08
7,Summer,29.9,1,27.0,Rented,2987.3,124.16,24.88,A,0.0019,0.18,0.1
8,Summer,32.0,5,22.0,Rented,17005.4,810.9,108.94,A,0.0012,0.17,0.06
2,Winter,11.5,5,23.0,Rented,14405.8,751.52,186.45,A,0.0019,0.15,0.05
1,Winter,7.3,2,24.0,Rented,7492.2,169.33,80.54,D,0.0019,0.18,0.06
8,Summer,25.6,3,23.0,Rented,9207.9,527.01,63.58,A,0.0013,0.15,0.06
1,Winter,12.5,3,25.0,Owned,9063.5,523.88,122.31,B,0.0019,0.18,0.09
6,Summer,28.0,1,25.0,Owned,3674.2,183.85,18.65,C,0.0011,0.12,0.09
1,Winter,9.4,5,25.0,Owned,16653.8,1051.54,43.03,C,0.0013,0.12,0.09
12,Winter,11.8,2,22.0,Rented,5628.0,260.99,78.69,E,0.0013,0.12,0.06
12,Winter,10.7,3,26.0,Rented,9216.2,528.88,126.77,B,0.0017,0.18,0.05
6,Summer,26.8,6,18.0,Rented,18970.7,841.03,116.33,B,0.0019,0.13,0.09
7,Summer,27.7,2,24.0,Rented,6065.8,274.13,42.8,C,0.0018,0.2,0.07
2,Winter,12.9,4,28.0,Owned,12379.3,325.88,157.17,A,0.0012,0.18,0.07
1,Winter,7.3,4,28.0,Rented,12770.7,540.66,147.18,B,0.0012,0.14,0.09
2,Winter,14.2,1,25.0,Rented,3531.9,133.45,34.24,B,0.0016,0.15,0.09
12,Winter,7.9,5,16.0,Rented,12758.3,1036.75,195.32,D,0.0012,0.2,0.07
1,Winter,9.5,5,25.0,Rented,15259.2,851.02,203.99,B,0.0011,0.12,0.08
12,Winter,12.0,6,27.0,Rented,16205.0,1378.54,206.69,E,0.001,0.2,0.07
7,Summer,29.2,3,28.0,Rented,9521.0,545.42,63.16,D,0.0011,0.12,0.09
7,Summer,30.5,2,26.0,Rented,6421.8,356.73,39.77,A,0.0017,0.14,0.08
2,Winter,16.6,1,20.0,Owned,3647.1,136.74,43.85,E,0.0012,0.16,0.07
1,Winter,3.6,5,28.0,Rented,16907.2,531.4,233.02,A,0.0015,0.18,0.06
1,Winter,10.5,3,23.0,Rented,9769.4,308.48,128.58,B,0.0015,0.17,0.06
1,Winter,10.9,1,21.0,Rented,3323.7,140.08,42.18,E,0.0015,0.19,0.06
1,Winter,10.9,2,27.0,Owned,7111.1,259.31,90.05,B,0.0017,0.13,0.06
7,Summer,28.7,4,22.0,Rented,12640.2,921.99,76.04,D,0.0019,0.18,0.05
12,Winter,13.0,4,27.0,Owned,12936.7,492.93,154.64,B,0.0012,0.15,0.09
12,Winter,11.4,3,22.0,Rented,7947.5,823.48,138.79,D,0.0017,0.17,0.08
12,Winter,10.1,6,28.0,Rented,18895.1,1125.79,244.23,B,0.0013,0.14,0.05
7,Summer,30.3,2,24.0,Rented,6791.3,231.08,38.5,B,0.0013,0.17,0.06
12,Winter,7.2,3,27.0,Owned,9769.9,197.74,116.63,A,0.0019,0.15,0.08
2,Winter,12.3,1,28.0,Owned,3444.8,237.34,41.99,E,0.0013,0.17,0.06
7,Summer,31.2,4,22.0,Rented,12101.5,510.3,87.77,C,0.0013,0.16,0.06
2,Winter,13.4,5,26.0,Rented,16001.8,562.51,215.66,A,0.0019,0.15,0.07
6,Summer,26.3,5,24.0,Rented,16596.0,1227.11,117.08,C,0.002,0.13,0.07
2,Winter,15.2,3,26.0,Rented,10371.9,495.71,131.12,C,0.0014,0.2,0.09
2,Winter,12.4,3,24.0,Owned,8713.0,616.58,39.72,D,0.0014,0.14,0.08
1,Winter,9.0,5,22.0,Rented,14704.4,808.25,196.7,C,0.0019,0.16,0.1
6,Summer,28.9,4,23.0,Rented,13427.9,471.19,67.62,B,0.0012,0.18,0.08
2,Winter,10.6,1,21.0,Rented,2686.6,182.43,42.75,D,0.0016,0.13,0.07
8,Summer,31.0,1,28.0,Rented,3243.2,133.34,19.45,C,0.0015,0.19,0.08
12,Winter,10.7,5,28.0,Rented,13637.8,362.72,222.09,A,0.0018,0.17,0.07
12,Winter,11.4,3,20.0,Owned,10427.2,515.44,109.32,C,0.0013,0.16,0.07
6,Summer,31.5,6,23.0,Rented,15026.3,1113.15,116.71,E,0.0018,0.16,0.09
12,Winter,10.7,2,24.0,Owned,7814.3,292.44,76.68,B,0.0011,0.13,0.06
12,Winter,9.1,4,26.0,Owned,13136.0,363.86,149.95,C,0.0018,0.14,0.07
1,Winter,12.0,6,26.0,Rented,19965.2,813.93,287.39,A,0.0011,0.17,0.07
6,Summer,26.3,2,21.0,Owned,6693.2,198.28,41.24,A,0.0015,0.14,0.1
1,Winter,11.4,3,22.0,Rented,8092.0,449.94,109.56,B,0.0013,0.16,0.1
2,Winter,9.1,5,28.0,Owned,19940.2,808.8,195.67,A,0.0018,0.2,0.07
12,Winter,9.1,1,24.0,Rented,2887.2,134.12,43.8,B,0.0012,0.13,0.1
2,Winter,7.6,6,28.0,Rented,20467.1,1083.39,241.59,A,0.0014,0.16,0.1
1,Winter,9.6,1,26.0,Rented,3591.8,111.06,36.58,C,0.0013,0.18,0.1
7,Summer,30.8,6,22.0,Rented,20674.4,870.12,129.54,B,0.0014,0.17,0.09
12,Winter,13.4,2,26.0,Rented,6258.2,472.49,74.04,D,0.002,0.19,0.08
6,Summer,29.4,4,23.0,Rented,12841.6,604.05,81.68,B,0.0011,0.12,0.08
8,Summer,32.1,4,23.0,Rented,11181.0,582.4,71.01,C,0.0015,0.17,0.09
7,Summer,30.6,4,24.0,Owned,13842.7,951.31,80.16,D,0.0017,0.14,0.1
1,Winter,9.4,1,24.0,Rented,2531.1,124.28,40.39,B,0.0019,0.14,0.06
6,Summer,29.4,4,22.0,Rented,13017.6,803.93,80.87,C,0.0016,0.19,0.07
12,Winter,10.7,3,22.0,Rented,8371.6,292.68,109.24,B,0.0013,0.13,0.07
12,Winter,7.5,1,23.0,Rented,2970.2,147.59,39.01,C,0.001,0.16,0.07
8,Summer,29.4,5,24.0,Rented,12344.5,619.22,71.93,D,0.002,0.14,0.1
2,Winter,10.9,2,27.0,Owned,6324.1,272.36,80.95,A,0.0017,0.15,0.07
2,Winter,8.3,5,24.0,Owned,16023.5,660.79,208.91,A,0.0014,0.13,0.06
2,Winter,9.7,3,25.0,Rented,8501.0,447.57,131.94,C,0.0019,0.13,0.07
6,Summer,27.5,2,25.0,Rented,6018.2,325.92,43.12,A,0.0011,0.15,0.1
1,Winter,7.5,4,25.0,Rented,13347.6,555.17,159.26,B,0.0012,0.14,0.08
2,Winter,14.1,4,24.0,Rented,11939.8,603.3,155.82,D,0.0014,0.2,0.07
7,Summer,25.6,1,28.0,Rented,3344.1,191.79,18.19,D,0.001,0.13,0.08
8,Summer,28.2,4,26.0,Rented,11580.2,535.07,77.78,D,0.0016,0.15,0.06
6,Summer,25.9,6,20.0,Rented,18094.2,1217.19,138.15,B,0.0016,0.12,0.05
1,Winter,11.9,5,25.0,Rented,16669.6,612.73,192.46,B,0.0019,0.16,0.05
1,Winter,7.4,4,21.0,Rented,12667.0,737.19,76.1,C,0.0016,0.14,0.07
7,Summer,28.5,2,23.0,Rented,6563.5,319.97,45.91,A,0.0017,0.16,0.05
7,Summer,26.6,4,24.0,Owned,10467.7,773.45,84.48,C,0.0018,0.19,0.05
1,Winter,7.5,2,26.0,Owned,6827.7,394.0,74.6,B,0.0013,0.17,0.06
7,Summer,30.5,3,21.0,Owned,9127.3,659.41,56.81,C,0.0013,0.17,0.08
1,Winter,7.2,5,26.0,Rented,14761.9,854.68,188.19,B,0.0016,0.16,0.09
6,Summer,29.6,4,25.0,Rented,11571.2,668.61,80.8,B,0.002,0.16,0.1
12,Winter,9.6,6,24.0,Rented,21177.9,702.99,285.82,A,0.0018,0.18,0.09
2,Winter,11.4,1,24.0,Rented,3365.2,238.59,43.63,D,0.002,0.15,0.07
8,Summer,28.1,4,23.0,Owned,14572.9,369.9,77.79,A,0.0015,0.14,0.06
7,Summer,30.2,3,27.0,Owned,11114.3,567.45,54.3,D,0.0012,0.15,0.09
12,Winter,11.5,3,24.0,Rented,8653.8,463.46,115.59,A,0.0017,0.13,0.1
12,Winter,10.4,5,25.0,Rented,14063.7,681.02,201.71,A,0.0017,0.13,0.1
2,Winter,12.5,5,20.0,Owned,14752.9,797.2,158.63,B,0.0014,0.15,0.07
7,Summer,25.8,1,25.0,Rented,2975.1,134.54,21.53,B,0.002,0.13,0.08
6,Summer,27.8,6,25.0,Rented,19011.1,1072.99,114.79,B,0.0011,0.13,0.08
12,Winter,9.0,2,21.0,Rented,6980.6,87.55,78.85,D,0.0015,0.14,0.09
7,Summer,30.1,5,25.0,Owned,17591.8,790.44,97.99,A,0.0019,0.13,0.06
2,Winter,8.6,4,22.0,Rented,9757.4,719.54,173.55,C,0.0019,0.16,0.08
8,Summer,27.7,6,24.0,Rented,20926.9,764.87,135.27,B,0.0015,0.16,0.08
6,Summer,29.1,4,27.0,Rented,13065.5,831.14,87.76,D,0.001,0.18,0.06
1,Winter,7.1,3,26.0,Rented,8497.4,465.12,109.18,B,0.0015,0.15,0.07
7,Summer,27.4,4,28.0,Rented,12380.5,424.76,91.13,B,0.0015,0.2,0.05
8,Summer,30.2,3,24.0,Rented,8370.3,619.76,64.57,D,0.0018,0.13,0.06
1,Winter,7.0,5,24.0,Rented,15088.5,877.14,202.07,D,0.0015,0.15,0.05
6,Summer,26.4,6,21.0,Rented,17416.4,1467.23,111.59,E,0.0016,0.18,0.07
2,Winter,12.4,3,28.0,Rented,9104.0,544.59,107.23,C,0.001,0.17,0.06
2,Winter,12.4,3,19.0,Rented,8860.9,547.4,112.17,B,0.0013,0.13,0.06
2,Winter,11.4,3,22.0,Owned,10211.2,390.12,133.38,C,0.0019,0.14,0.08
8,Summer,28.9,5,22.0,Rented,13762.1,849.69,118.08,D,0.0015,0.14,0.09
2,Winter,11.2,6,26.0,Rented,17235.6,872.15,244.79,C,0.0019,0.2,0.06
2,Winter,7.3,5,18.0,Owned,14174.1,736.46,155.6,B,0.0013,0.2,0.07
12,Winter,9.4,2,25.0,Rented,5109.1,271.98,81.34,A,0.0019,0.19,0.07
7,Summer,27.1,2,23.0,Owned,8276.0,667.19,37.57,C,0.0015,0.13,0.09
1,Winter,8.2,2,25.0,Rented,6566.3,216.07,84.08,C,0.0017,0.13,0.06
6,Summer,26.6,6,21.0,Owned,17906.6,1166.89,128.87,C,0.0013,0.19,0.08
2,Winter,8.6,5,24.0,Rented,16594.7,890.9,221.08,E,0.0011,0.19,0.09
2,Winter,10.2,6,25.0,Rented,16869.9,995.9,249.0,B,0.0014,0.18,0.08
12,Winter,11.3,1,21.0,Rented,3326.4,166.63,36.51,B,0.0015,0.18,0.06
7,Summer,29.2,3,23.0,Rented,9465.0,623.94,66.37,A,0.0018,0.15,0.06
6,Summer,30.2,3,21.0,Rented,7551.5,585.09,60.48,B,0.001,0.13,0.06
8,Summer,29.1,5,28.0,Rented,16293.2,880.4,123.07,A,0.0019,0.18,0.09
6,Summer,27.4,4,24.0,Owned,14407.3,853.25,88.89,B,0.0014,0.18,0.07
1,Winter,9.8,1,26.0,Owned,3880.6,136.95,37.61,A,0.0013,0.15,0.08
8,Summer,29.2,6,27.0,Rented,20241.4,924.67,97.59,B,0.002,0.17,0.1
2,Winter,11.2,6,21.0,Owned,19183.9,978.47,163.99,A,0.0011,0.15,0.06
1,Winter,8.0,5,16.0,Rented,13767.5,1108.47,208.52,D,0.0014,0.16,0.06
12,Winter,8.5,4,21.0,Rented,13827.7,408.04,166.48,A,0.0014,0.2,0.09
1,Winter,7.7,4,28.0,Rented,10359.0,554.97,172.68,E,0.0014,0.12,0.09
6,Summer,24.2,6,22.0,Owned,19247.9,1358.8,118.89,B,0.002,0.17,0.09
1,Winter,10.3,5,21.0,Rented,15829.7,964.7,210.26,D,0.0012,0.13,0.07
1,Winter,6.3,4,23.0,Owned,13814.7,724.95,148.29,D,0.0014,0.13,0.1
8,Summer,26.7,4,28.0,Rented,12934.0,810.57,88.59,C,0.0015,0.13,0.09
2,Winter,11.6,4,22.0,Owned,11953.8,899.46,40.58,C,0.001,0.18,0.05
12,Winter,11.9,3,25.0,Rented,8515.5,261.23,107.93,C,0.002,0.17,0.06
2,Winter,10.4,4,28.0,Rented,11424.3,618.25,166.78,A,0.0015,0.15,0.09
7,Summer,26.3,2,24.0,Rented,5599.2,361.78,42.08,B,0.0011,0.2,0.07
1,Winter,12.7,3,20.0,Rented,8297.0,671.81,33.44,C,0.0011,0.13,0.09
7,Summer,31.2,1,26.0,Rented,3210.9,116.12,23.03,C,0.001,0.13,0.09
7,Summer,33.0,3,22.0,Owned,10537.4,394.77,54.6,B,0.0014,0.18,0.08
12,Winter,11.4,2,20.0,Owned,6767.5,73.5,82.31,B,0.0011,0.13,0.05
2,Winter,13.0,6,28.0,Rented,16115.7,1200.98,243.49,D,0.0018,0.16,0.07
2,Winter,9.9,2,28.0,Owned,6446.2,347.08,77.4,E,0.002,0.15,0.08
6,Summer,26.9,1,22.0,Rented,2632.0,216.75,19.26,D,0.0014,0.12,0.07
12,Winter,7.5,5,23.0,Owned,14542.6,915.27,177.65,B,0.002,0.14,0.08
1,Winter,7.3,2,21.0,Owned,5453.9,377.16,71.32,B,0.0017,0.13,0.09
2,Winter,8.0,2,21.0,Owned,7270.3,259.36,75.29,C,0.0015,0.13,0.07
8,Summer,26.1,6,28.0,Rented,16843.3,1410.53,111.98,D,0.0018,0.17,0.06
6,Summer,29.6,3,27.0,Rented,9054.3,274.14,58.35,C,0.0015,0.12,0.05
8,Summer,24.6,5,18.0,Owned,16876.1,603.69,107.9,A,0.0013,0.15,0.05
12,Winter,9.4,3,25.0,Rented,9887.8,633.4,133.71,D,0.0019,0.12,0.09
6,Summer,28.0,3,27.0,Rented,8203.5,482.15,74.01,B,0.0016,0.13,0.08
1,Winter,10.0,2,22.0,Owned,6648.3,340.03,92.14,A,0.0018,0.18,0.05
2,Winter,9.2,4,20.0,Owned,15677.0,670.81,141.7,B,0.001,0.13,0.05
8,Summer,27.3,4,23.0,Rented,10923.6,778.9,74.79,D,0.0013,0.18,0.06
1,Winter,9.1,5,24.0,Owned,17942.6,771.34,214.3,B,0.0014,0.14,0.08
8,Summer,29.7,5,25.0,Rented,16244.3,584.35,103.0,B,0.0015,0.17,0.06
8,Summer,28.0,1,28.0,Owned,3292.7,165.32,18.13,C,0.0013,0.17,0.07
6,Summer,27.2,6,23.0,Rented,19917.0,955.01,108.2,B,0.0014,0.14,0.06
6,Summer,27.6,3,23.0,Rented,9421.5,546.31,60.47,B,0.0011,0.18,0.06
1,Winter,7.6,1,24.0,Owned,2515.3,123.64,40.87,C,0.0016,0.13,0.07
1,Winter,7.7,2,28.0,Rented,7241.7,493.27,85.24,C,0.0017,0.13,0.05
6,Summer,26.6,4,28.0,Rented,13780.7,866.72,71.28,B,0.0012,0.14,0.08
1,Winter,9.2,1,23.0,Rented,3436.1,136.19,42.09,C,0.0013,0.19,0.1
12,Winter,10.9,3,27.0,Owned,9514.9,560.17,120.78,D,0.0017,0.17,0.06
8,Summer,24.2,5,28.0,Rented,15890.8,1047.24,111.0,B,0.0017,0.18,0.06
2,Winter,13.4,2,23.0,Rented,6384.2,397.72,71.53,C,0.0014,0.15,0.06
6,Summer,26.3,5,25.0,Rented,15600.9,692.48,108.85,B,0.0014,0.18,0.08
2,Winter,6.3,5,28.0,Rented,16234.3,871.96,57.12,A,0.0015,0.16,0.09
12,Winter,5.4,1,25.0,Rented,3187.4,159.67,43.23,D,0.0017,0.16,0.06
12,Winter,9.4,2,22.0,Rented,6444.1,351.84,86.56,C,0.0014,0.18,0.07
2,Winter,10.5,1,25.0,Rented,2751.6,98.8,36.7,A,0.0018,0.2,0.06
7,Summer,25.8,1,28.0,Rented,3461.8,239.44,20.14,B,0.0018,0.19,0.1
8,Summer,24.9,5,18.0,Rented,16227.4,977.93,102.0,B,0.0016,0.18,0.05
8,Summer,30.2,6,25.0,Rented,17356.9,1096.16,114.28,B,0.0019,0.18,0.07
6,Summer,28.1,2,21.0,Rented,5578.1,313.33,36.23,B,0.0017,0.18,0.08
12,Winter,7.4,5,23.0,Rented,16089.4,1008.43,204.12,A,0.0018,0.14,0.05
7,Summer,27.7,3,25.0,Owned,10601.4,744.66,62.36,D,0.0014,0.17,0.08
2,Winter,12.7,6,27.0,Rented,19536.1,728.54,190.87,B,0.0017,0.18,0.06
12,Winter,8.1,6,28.0,Owned,23350.5,1196.04,255.73,A,0.0019,0.14,0.1
6,Summer,26.2,2,25.0,Rented,6685.8,293.16,40.59,B,0.0013,0.17,0.06
8,Summer,32.4,3,19.0,Owned,10171.1,361.97,51.37,B,0.0019,0.14,0.07
7,Summer,28.8,3,22.0,Rented,9378.0,396.44,61.3,C,0.002,0.14,0.07
8,Summer,26.0,2,27.0,Rented,5459.3,394.54,45.24,C,0.0013,0.19,0.07
7,Summer,33.1,2,28.0,Owned,7034.6,233.58,45.09,B,0.0011,0.15,0.06
7,Summer,30.7,4,23.0,Owned,13857.3,923.61,91.75,A,0.0017,0.12,0.09
8,Summer,30.0,3,21.0,Owned,9583.5,535.56,64.15,B,0.0017,0.19,0.06
6,Summer,26.5,2,28.0,Owned,7405.1,243.27,37.58,B,0.0017,0.18,0.07
12,Winter,9.8,3,22.0,Owned,10709.7,804.18,109.03,C,0.0019,0.17,0.07
12,Winter,9.0,1,28.0,Rented,2991.6,116.37,37.49,B,0.0013,0.14,0.09
7,Summer,28.9,6,27.0,Rented,20115.7,873.6,127.53,A,0.0019,0.16,0.05
12,Winter,10.1,2,19.0,Owned,6875.7,324.38,70.64,C,0.0011,0.17,0.08
7,Summer,25.3,4,22.0,Rented,14453.1,862.98,74.89,B,0.0013,0.13,0.05
8,Summer,30.0,3,26.0,Rented,7859.5,643.83,59.55,C,0.0019,0.15,0.05
12,Winter,7.6,1,19.0,Rented,2965.5,196.68,37.17,A,0.0015,0.16,0.08
12,Winter,9.9,5,22.0,Rented,13957.0,700.37,191.03,B,0.0017,0.15,0.07
2,Winter,14.0,5,24.0,Owned,18582.0,899.57,216.94,D,0.0015,0.13,0.08
1,Winter,13.0,6,26.0,Rented,16223.7,640.32,261.34,C,0.0018,0.19,0.08
1,Winter,11.2,3,25.0,Owned,12091.1,440.0,114.89,D,0.0016,0.19,0.06
2,Winter,13.8,5,24.0,Owned,16658.5,699.07,155.33,A,0.0011,0.19,0.09
7,Summer,29.7,6,19.0,Owned,17646.1,978.87,116.87,B,0.0017,0.13,0.07
7,Summer,30.4,6,25.0,Rented,17477.3,1111.48,138.93,B,0.0014,0.19,0.07
8,Summer,25.8,4,22.0,Rented,13833.3,378.72,95.43,A,0.0013,0.18,0.09
12,Winter,7.5,3,20.0,Owned,9291.1,552.24,120.74,C,0.001,0.16,0.1
8,Summer,29.1,3,24.0,Owned,10020.1,560.91,66.61,B,0.0011,0.19,0.09
2,Winter,13.8,6,24.0,Rented,21176.3,910.7,221.46,A,0.0013,0.14,0.07
1,Winter,5.8,5,19.0,Rented,15533.9,815.07,226.83,B,0.0018,0.16,0.08
2,Winter,9.7,3,22.0,Rented,9012.4,195.41,127.41,B,0.0013,0.15,0.09
12,Winter,10.5,5,22.0,Rented,13210.8,839.14,232.15,C,0.0017,0.16,0.08
1,Winter,9.3,6,19.0,Owned,19294.4,584.25,225.46,D,0.0018,0.15,0.05
2,Winter,15.5,4,18.0,Rented,11568.4,626.42,161.77,D,0.002,0.16,0.09
7,Summer,32.4,1,27.0,Rented,2674.7,233.83,20.76,B,0.0016,0.15,0.1
12,Winter,11.0,4,24.0,Rented,11919.4,473.26,162.32,A,0.0016,0.17,0.06
8,Summer,27.1,6,21.0,Rented,23671.8,548.57,105.4,D,0.0017,0.15,0.07
2,Winter,11.6,4,21.0,Owned,14155.1,618.76,159.59,A,0.0016,0.18,0.05
6,Summer,30.8,5,26.0,Rented,16066.6,1140.46,90.26,C,0.0016,0.13,0.07
1,Winter,7.0,2,26.0,Rented,6693.4,366.93,90.14,A,0.0013,0.14,0.1
7,Summer,29.5,5,26.0,Rented,11678.7,981.87,106.43,D,0.0015,0.16,0.05
1,Winter,7.1,3,26.0,Rented,10474.9,529.83,141.77,D,0.0019,0.17,0.06
2,Winter,8.2,6,26.0,Rented,18156.7,921.24,220.1,A,0.0019,0.15,0.05
6,Summer,27.4,1,25.0,Rented,3041.3,184.01,16.54,B,0.0011,0.17,0.09
2,Winter,14.4,1,19.0,Owned,3487.6,281.59,39.42,C,0.0019,0.18,0.05
1,Winter,9.1,6,26.0,Owned,22285.1,827.93,207.3,B,0.0015,0.14,0.1
8,Summer,31.6,5,26.0,Rented,14000.7,1148.57,116.49,D,0.0013,0.18,0.06
7,Summer,26.4,2,23.0,Owned,7415.4,268.24,37.61,B,0.0017,0.14,0.08
1,Winter,11.9,2,20.0,Rented,6385.2,275.09,67.57,B,0.0011,0.12,0.07
1,Winter,8.8,5,23.0,Rented,15019.9,554.01,213.43,B,0.001,0.12,0.06
12,Winter,9.2,2,21.0,Rented,5744.1,360.04,68.98,C,0.0011,0.14,0.08
2,Winter,8.7,5,21.0,Rented,14857.9,408.51,228.72,A,0.0012,0.13,0.08
12,Winter,9.8,2,26.0,Rented,5555.9,231.52,87.4,B,0.0013,0.15,0.05
7,Summer,30.4,3,25.0,Rented,8962.0,397.68,53.53,C,0.0019,0.19,0.06
8,Summer,28.3,5,20.0,Rented,15401.5,1022.11,114.42,C,0.0016,0.2,0.09
8,Summer,31.6,5,27.0,Owned,18162.7,834.5,97.23,B,0.0016,0.14,0.07
1,Winter,9.1,4,25.0,Owned,11772.4,704.56,133.78,C,0.0018,0.15,0.1
1,Winter,5.8,4,25.0,Rented,13812.2,664.6,119.75,C,0.0012,0.12,0.07
2,Winter,12.0,6,28.0,Rented,17420.5,1241.66,228.52,D,0.0019,0.17,0.08
8,Summer,26.5,5,22.0,Rented,15394.5,779.09,105.83,B,0.0012,0.19,0.09
12,Winter,12.1,5,27.0,Rented,15992.2,551.72,191.68,A,0.002,0.13,0.07
12,Winter,11.1,1,23.0,Rented,3082.7,221.21,36.62,B,0.0019,0.2,0.09
12,Winter,9.8,1,24.0,Rented,3192.0,120.73,35.46,C,0.0017,0.13,0.09
1,Winter,5.9,6,22.0,Rented,18715.6,608.01,239.95,A,0.0019,0.14,0.09
12,Winter,8.9,5,26.0,Rented,17067.4,642.64,218.61,B,0.0014,0.16,0.07
6,Summer,26.5,4,26.0,Rented,11622.5,746.78,78.06,B,0.001,0.2,0.08
2,Winter,12.9,1,23.0,Owned,3489.3,191.13,39.25,B,0.0014,0.15,0.1
8,Summer,27.6,4,18.0,Rented,12825.0,728.8,77.42,B,0.001,0.14,0.08
2,Winter,12.2,4,19.0,Rented,12174.4,685.75,180.94,E,0.0018,0.13,0.06
1,Winter,8.4,2,25.0,Rented,5217.0,475.71,70.57,C,0.0012,0.13,0.07
8,Summer,27.0,5,23.0,Owned,17287.8,1166.46,85.63,C,0.0017,0.14,0.07
6,Summer,28.5,4,21.0,Rented,11694.1,639.39,74.79,C,0.002,0.15,0.08
8,Summer,27.8,6,24.0,Rented,17468.9,1197.9,121.41,E,0.0019,0.14,0.09
7,Summer,27.9,3,24.0,Rented,8265.5,877.66,50.15,D,0.0019,0.14,0.05
7,Summer,31.6,5,21.0,Owned,18598.9,686.36,89.85,C,0.002,0.13,0.09
8,Summer,27.0,2,23.0,Owned,7426.0,173.93,46.05,B,0.0013,0.2,0.07
2,Winter,6.9,1,27.0,Owned,3770.6,226.75,40.14,D,0.0019,0.14,0.09
1,Winter,8.0,5,28.0,Owned,17750.8,793.7,207.81,C,0.001,0.17,0.1
2,Winter,7.6,1,20.0,Rented,3028.5,138.26,45.32,B,0.0019,0.15,0.05
7,Summer,33.8,5,22.0,Rented,14816.5,1385.07,111.89,D,0.0011,0.19,0.08
6,Summer,28.7,4,25.0,Rented,11490.2,629.33,89.53,A,0.0015,0.17,0.07
8,Summer,30.6,4,21.0,Rented,12941.1,752.23,81.79,B,0.002,0.19,0.06
1,Winter,10.4,2,26.0,Rented,6889.6,317.32,33.36,B,0.0018,0.19,0.07
7,Summer,30.8,2,25.0,Owned,6487.7,500.36,37.97,C,0.0016,0.19,0.09
8,Summer,28.4,3,23.0,Rented,9837.1,564.7,64.36,A,0.0019,0.18,0.08
2,Winter,11.8,5,24.0,Rented,14445.2,659.74,92.89,B,0.002,0.18,0.07
1,Winter,8.4,5,24.0,Rented,15514.3,933.09,226.27,D,0.0014,0.2,0.08
6,Summer,27.0,6,25.0,Rented,17391.6,861.97,117.42,C,0.0013,0.19,0.1
6,Summer,28.4,1,23.0,Rented,2863.0,220.3,21.28,D,0.0013,0.2,0.08
